ConstituentID,DisplayName,Nationality,Gender,BeginDate,EndDate,WikiQID,ULAN
6958,Stephen Armellino,"American, born 1955",American,M,1955,0,,
6959,Les Broersma,American,American,M,0,0,,
6960,John R. Morgan,American,American,M,0,0,,
6965,Georgii Stenberg,"Russian, 1900–1933",Russian,M,1900,1933,Q1994938,500020392
6966,Edward Larrabee Barnes,"American, 1915–2004",American,M,1915,2004,Q5344058,500013941
6967,Kisho Kurokawa,"Japanese, 1934–2007",Japanese,M,1934,2007,Q358502,500026365
6968,Santiago Calatrava,"Spanish, born 1951",Spanish,M,1951,0,Q168482,500020683
6969,Peter Eisenman,"American, born 1932",American,M,1932,0,Q317164,500025316
6970,Ari 't Hart,"Dutch, born 1936",Dutch,M,1936,0,,
6971,Jacob Jongert,"Dutch, 1883–1942",Dutch,M,1883,1942,,
6972,Juan Hidalgo,"Spanish, born 1927",Spanish,M,1927,0,Q6299988,
6974,Deborah Kass,"American, born 1952",American,F,1952,0,,
6975,Via Lewandowsky,"German, born 1963",German,M,1963,0,,
6976,Bernhard Luginbühl,"Swiss, 1929–2011",Swiss,M,1929,2011,Q461165,500024568
6977,Ronald Jones,"American, 1952-2019",American,M,1952,2019,Q7364996,500093712
6978,Fallon Horne,"British, 1814–1858",British,M,1814,1858,,
6979,Markéta Luskacová,"Czech, born 1944",Czech,F,1944,0,Q6771554,500202517
6980,William Preston Mayfield,"American, 1896–1974",American,M,1896,1974,,
6981,H. Scott Orr,British,British,M,0,0,,
6982,Thomas Ruff,"German, born 1958",German,M,1958,0,Q77558,500110115
6983,Leslie Starobin,"American, born 1955",American,F,1955,0,,
6984,Jindrich Streit,"Czech, born 1946",Czech,M,1946,0,,
6985,Robert Aller,"American, born 1947",American,M,1947,0,,
6986,Peter Brown,"American, born 1948",American,M,1948,0,,
6987,Robert Dawson,"American, born 1950",American,M,1950,0,,
6988,Dennis Farber,"American, born 1946",American,M,1946,0,,
6989,Paola Ferrario,"Italian, born 1963",Italian,F,1963,0,,
6990,Robert Kozma,"American, born 1951",American,M,1951,0,,
6991,John Murray,"British, 1809–1898",British,M,1809,1898,Q19043223,500029341
6992,Gundula Schulze-Eldowy,"German, born 1954",German,F,1954,0,Q137064,500116843
6993,Laura Volkerding,"American, born 1939",American,F,1939,0,,
6994,Gaston Darbour,Nationality unknown,Nationality unknown,M,0,0,,
6995,Jules Allen,"American, born 1947",American,M,1947,0,Q6306038,500332153
6996,Bruce Bennet,"American, born 1961",American,M,1961,0,,
6999,Armand Point,Nationality unknown,Nationality unknown,M,0,0,,
7000,Francois Deschamps,"American, born 1946",American,M,1946,0,,
7001,Vernon Heath,"British, 1819–1895",British,M,1819,1895,,
7002,Humphrey Jennings,"British, 1907–1950",British,M,1907,1950,,
7003,Markus Oehlen,"German, born 1956",German,M,1956,0,,
7004,Leon Kossoff,"British, 1926–2019",British,M,1926,2019,,
7005,Matthew Barney,"American, born 1967",American,M,1967,0,Q451185,500114761
7006,Suzanne McClelland,"American, born 1959",American,F,1959,0,,
7007,Cildo Meireles,"Brazilian, born 1948",Brazilian,M,1948,0,,
7008,Jean Pierre Pincemin,"French, 1944–2005",French,M,1944,2005,,
7009,Roberto Ciaccio,"Italian, born 1951",Italian,M,1951,0,,
7010,Sergei Gitman,Russian,Russian,M,0,0,,
7011,David Levinthal,"American, born 1949",American,M,1949,0,Q4256545,500343555
7012,Esther Parada,"American, 1938–2005",American,F,1938,2005,,
7013,Tofik Shakhverdiev,"Azerbaijani, born 1938",Russian,M,1938,0,,
7014,Valery Shchekoldin,"Russian, born 1946",Russian,F,1946,0,,
7015,Laurie Simmons,"American, born 1949",American,F,1949,0,Q3219659,500077698
7016,Penelope Umbrico,"American, born 1957",American,F,1957,0,,
7017,Adrian Piper,"American, born 1948",American,F,1948,0,Q373948,500024467
7018,Andres Serrano,"American, born 1950",American,M,1950,0,,
7019,Rudolph Von Ripper,"American, 1905–1960",American,M,1905,1960,,
7023,Sebastião Salgado,"Brazilian, born 1944",Brazilian,M,1944,0,Q358158,500118071
7025,Carl Chiarenza,"American, born 1935",American,M,1935,0,,
7026,Gordon Coster,"American, 1906–1988",American,M,1906,1988,,
7027,Philip-Lorca diCorcia,"American, born 1951",American,M,1951,0,Q1274009,500115594
7028,Robert Flynt,"American, born 1956",American,M,1956,0,,
7029,Connie Imboden,"American, born 1953",American,F,1953,0,,
7030,Karen Klugman,"American, born 1946",American,F,1946,0,,
7031,William Henry Pigou,"British, 1818–1858",British,M,1818,1858,,
7033,Hermann Forsterling,"German, born 1955",German,M,1955,0,,
7034,William K. Greiner,"American, born 1957",American,M,1957,0,,
7035,Gregory Crewdson,"American, born 1962",American,M,1962,0,Q1347062,500128025
7036,Barbara Jaffe,"American, born 1942",American,F,1942,0,,
7037,Herbert George Ponting,"British, 1870–1935",British,M,1871,1935,Q127805,500001808
7038,Michal Rovner,"Israeli, born 1957",Israeli,F,1957,0,Q1930439,500114667
7039,Ken Schles,"American, born 1960",American,M,1960,0,,
7040,Barbel Scianghetti,"American, born 1939",American,F,1939,0,,
7041,Madoka Takagi,"Japanese, 1956–2015",Japanese,F,1956,2015,,
7042,Ruud Jan Kokke,"Dutch, born 1956",Dutch,M,1956,0,,
7044,Junichi Arai,"Japanese, 1932–2017",Japanese,M,1932,2017,,
7045,Reiko Sudo,"Japanese, born 1953",Japanese,F,1953,0,,
7046,Peter Cohen,"American, born 1955",American,M,1955,0,,
7047,Christian Leborg,"Norwegian, born 1966",Norwegian,M,1966,0,,
7049,Charles Ray,"American, born 1953",American,M,1953,0,Q872846,500118700
7050,Nikos Hadjikyriakos-Ghika,"Greek, 1906–1994",Greek,M,1906,1994,,
7051,Betty Woodman,"American, 1930–2018",American,F,1930,2018,,
7052,François Aubert,"French, 1839–1900",French,M,1839,1900,,
7053,Dawoud Bey,"American, born 1953",American,M,1953,0,Q5242608,500114579
7054,Vincent Borrelli,"American, born 1960",American,M,1960,0,,
7055,Tadao Ando,"Japanese, born 1941",Japanese,M,1941,0,Q208220,500034032
7056,Bernard Tschumi,"French and Swiss, born Switzerland 1944",,M,1944,0,Q123966,500022322
7057,Willie Cole,"American, born 1955",American,M,1955,0,Q8021437,500334448
7058,Tony Fitzpatrick,"American, born 1958",American,M,1958,0,Q7822347,500331982
7060,Margaret Lanzetta,"American, born 1957",American,F,1957,0,,
7061,William Morris,"British, 1834–1896",British,M,1834,1896,Q182589,500030629
7062,Peter Karpf,"Danish, born 1940",Danish,M,1940,0,,
7064,Rolf Kothrade,"German, born 1946",German,M,1946,0,,
7065,Kyoko Kumai,"Japanese, born 1943",Japanese,F,1943,0,,
7066,Faith Ringgold,"American, born 1930",American,F,1930,0,Q5431220,500063866
7067,Alison Saar,"American, born 1956",American,F,1956,0,Q4727179,500122244
7068,Juan Sánchez,"American, born 1954 (Puerto Rican)",American,M,1954,0,,
7070,Paula Scher,"American, born 1948",American,F,1948,0,Q7154764,500125921
7071,Gary Essert,"American, 1938–1992",American,M,1938,1992,,
7072,John Cline,American,American,M,0,0,,
7076,Mike Salisbury,American,American,M,0,0,,
7077,Gustav Stickley,"American, 1858–1942",American,M,1858,1942,Q5621226,500018304
7078,Ekkeland Götze,"German, born 1948",German,M,1948,0,,
7079,Heribert Ottersbach,"German, born 1960",German,M,1960,0,,
7080,Robert Therrien,"American, 1947–2019",American,M,1947,2019,,
7081,Olaf Wegewitz,"German, born 1949",German,M,1949,0,,
7084,Anton van Dalen,"American, born 1938",American,M,1938,0,,
7085,Paul Castrucci,"American, born 1978",American,M,1978,0,,
7086,John Fekner,"American, born 1950",American,M,1950,0,Q628282,500085220
7087,Eric Drooker,"American, born 1958",American,M,1958,0,,
7088,Stash Two (Josh Franklin),"American, born 1967",American,M,1967,0,,
7089,Tom McGlynn,"American, born 1958",American,M,1958,0,,
7090,Emily Carter,American,American,F,0,0,,
7091,Dennis Thomas,"American, born 1955",American,M,1955,0,,
7092,Day Gleeson,"American, born 1948",American,M,1948,0,,
7093,Nadia Coën,"American, born 1961",American,F,1961,0,,
7094,Martin Wong,"American, 1946–1999",American,M,1946,1999,Q1522057,500043254
7095,Miguel Piñero,American,American,M,0,0,,
7096,Andrew Castrucci,"American, born 1961",American,M,1961,0,,
7097,Betzaida Concepción,"American, born 1977",American,F,1977,0,,
7098,Seth Tobocman,"American, born 1958",American,M,1958,0,,
7099,Sabrina Jones,"American, born 1960",American,F,1960,0,,
7100,Red David Rodriguez,"American, born 1958",American,M,1958,0,,
7101,James Romberger,,,M,0,0,,
7103,Lee Quinones,"American, born 1960",American,M,1960,0,Q3228920,500062510
7104,Lady Pink,"Equadorian, born 1964",American,F,0,0,,
7105,Sebastian Schroder,"German, born 1961",German,M,1961,0,,
7107,Walter Sipser,"American, born 1961",American,M,1961,0,,
7108,Bruce Witsiepe,"American, born 1951",American,M,1951,0,,
7109,Will Sales,"American, born 1928",American,M,1928,0,,
7110,Avram Finkelstein,"American, born 1952",American,M,1952,0,,
7111,Vincent Gagliostro,,,M,0,0,,
7112,Marguerite van Cook,American,American,F,0,0,,
7113,Eduardo Galeano,American,American,M,0,0,,
7115,Tony Bevan,"British, born 1951",British,M,1951,0,Q1486644,500000302
7116,Judith Francisca Baca,"American, born 1946",American,F,1946,0,Q6304327,500026686
7117,Mel Chin,"American, born 1951",American,M,1951,0,Q6810674,500128668
7118,Gonzalo Diaz,"Chilean, born 1947",Chilean,M,1947,0,,
7119,Mike Glier,"American, born 1953",American,M,1953,0,,
7120,Alexander Kosolopov,"Russian, born 1943",Russian,M,1943,0,,
7122,Guillermo Kuitca,"Argentine, born 1961",Argentine,M,1961,0,,
7123,Walter Ruttmann,"German, 1887–1941",German,M,1887,1941,Q77365,500112601
7124,Otto Fried,"German, born 1922",German,M,1922,0,,
7125,Keith Morrow Martin,"American, 1911–1983",American,M,1911,1983,,
7126,Houston Conwill,"American, 1947–2016",American,M,1947,2016,,
7127,Dan Stoenescu,"American, born 1921",American,M,1921,0,,
7128,Chas Laborde (Charles Laborde),"French, 1886–1941",French,M,1886,1941,,
7129,Hin Bredendieck,"German, 1904–1995",German,M,1904,1995,,
7130,Karin Sander,"German, born 1957",German,F,1957,0,Q1729543,500330640
7131,Guy Teschmacher,"American, born 1939",American,M,1939,0,,
