,Title,Artist,dateCreated,Department,dateAcquired,URL,Gender,Nationality,Nation,country_code,Divide,Region,Source
85758,Candied,Shahzia Sikander,2003,Still Images,2005,http://www.moma.org/collection/works/97406,F,Pakistani,Pakistan,PAK,Global South,Asia & Pacific,MoMA (sampled)
85759,Letter from Texas,Amy Sillman,2002,Still Images,2005,http://www.moma.org/collection/works/97407,F,American,United States,USA,Global North,North America,MoMA (sampled)
85760,Untitled (Lannan Drawings),Gary Simmons,1995,Still Images,2005,http://www.moma.org/collection/works/97408,M,American,United States,USA,Global North,North America,MoMA (sampled)
85761,Boa,Elizabeth Simonson,1999,Still Images,2005,http://www.moma.org/collection/works/97409,F,American,United States,USA,Global North,North America,MoMA (sampled)
85762,Burrow,Elizabeth Simonson,2001,Still Images,2005,http://www.moma.org/collection/works/97410,F,American,United States,USA,Global North,North America,MoMA (sampled)
85763,Locust,Elizabeth Simonson,2001,Still Images,2005,http://www.moma.org/collection/works/97411,F,American,United States,USA,Global North,North America,MoMA (sampled)
85764,Untitled,Daniel Sinsel,2001,Still Images,2005,http://www.moma.org/collection/works/97412,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
85765,Composition M-234,Sal Sirugo,1984,Still Images,2005,http://www.moma.org/collection/works/97413,M,American,United States,USA,Global North,North America,MoMA (sampled)
85766,Artefaction II,Lucy Skaer,2004,Still Images,2005,http://www.moma.org/collection/works/97414,F,British,United Kingdom,GBR,Global North,Europe,MoMA (sampled)
85767,Aufforderung zu internationaler Friedfertigkeit,Torsten Slama,2003,Still Images,2005,http://www.moma.org/collection/works/97415,M,Austrian,Austria,AUT,Global North,Europe,MoMA (sampled)
85768,Medizinfabrik,Torsten Slama,2003,Still Images,2005,http://www.moma.org/collection/works/97416,M,Austrian,Austria,AUT,Global North,Europe,MoMA (sampled)
85769,Icarus,Alexis Smith,2003,Still Images,2005,http://www.moma.org/collection/works/97417,F,American,United States,USA,Global North,North America,MoMA (sampled)
85770,Living Dangerously,Alexis Smith,2003,Still Images,2005,http://www.moma.org/collection/works/97418,F,American,United States,USA,Global North,North America,MoMA (sampled)
85776,Untitled (Hands),Kiki Smith,1994,Still Images,2005,http://www.moma.org/collection/works/97424,F,American,United States,USA,Global North,North America,MoMA (sampled)
