Title;Artist;dateCreated;Department;dateAcquired;URL;Gender;Nationality;Nation;country_code;Divide;Region;Source
Oh God, he said, talking to a tree\Kfar Shouba: April 10, 2002;Walid Raad;2004;Still Images;2008;http://www.moma.org/collection/works/146830;M;Lebanese;Lebanon;LBN;Global South;Middle east;MoMA (sampled)
Oh God, he said, talking to a tree\Beirut: August 6, 2006;Walid Raad;2004;Still Images;2008;http://www.moma.org/collection/works/146831;M;Lebanese;Lebanon;LBN;Global South;Middle east;MoMA (sampled)
Oh God, he said, talking to a tree\Jiyeh: July 16, 2006;Walid Raad;2004;Still Images;2008;http://www.moma.org/collection/works/146832;M;Lebanese;Lebanon;LBN;Global South;Middle east;MoMA (sampled)
Oh God, he said, talking to a tree\Kfar Chouba: April 11, 2006;Walid Raad;2004;Still Images;2008;http://www.moma.org/collection/works/146833;M;Lebanese;Lebanon;LBN;Global South;Middle east;MoMA (sampled)
Oh God, he said, talking to a tree\Khiyam: July 25, 2006;Walid Raad;2004;Still Images;2008;http://www.moma.org/collection/works/146834;M;Lebanese;Lebanon;LBN;Global South;Middle east;MoMA (sampled)
Oh God, he said, talking to a tree\Zahrani: July 14, 2006;Walid Raad;2004;Still Images;2008;http://www.moma.org/collection/works/146835;M;Lebanese;Lebanon;LBN;Global South;Middle east;MoMA (sampled)
Oh God, he said, talking to a tree\Baalbek: July 13, 2006;Walid Raad;2004;Still Images;2008;http://www.moma.org/collection/works/146836;M;Lebanese;Lebanon;LBN;Global South;Middle east;MoMA (sampled)
Oh God, he said, talking to a tree\Aita al-Sha'b: August 1, 2006;Walid Raad;2004;Still Images;2008;http://www.moma.org/collection/works/146837;M;Lebanese;Lebanon;LBN;Global South;Middle east;MoMA (sampled)
Oh God, he said, talking to a tree\Iqlim al-Tufah: January 12, 2000;Walid Raad;2004;Still Images;2008;http://www.moma.org/collection/works/146838;M;Lebanese;Lebanon;LBN;Global South;Middle east;MoMA (sampled)
Oh God, he said, talking to a tree\Tyre: August 4, 2006;Walid Raad;2004;Still Images;2008;http://www.moma.org/collection/works/146839;M;Lebanese;Lebanon;LBN;Global South;Middle east;MoMA (sampled)
Oh God, he said, talking to a tree\Khiyam: July 25, 2006;Walid Raad;2004;Still Images;2008;http://www.moma.org/collection/works/146840;M;Lebanese;Lebanon;LBN;Global South;Middle east;MoMA (sampled)
Oh God, he said, talking to a tree\Tyre: July 19, 2006;Walid Raad;2004;Still Images;2008;http://www.moma.org/collection/works/146841;M;Lebanese;Lebanon;LBN;Global South;Middle east;MoMA (sampled)
Oh God, he said, talking to a tree\Beirut: July 16, 2006;Walid Raad;2004;Still Images;2008;http://www.moma.org/collection/works/146842;M;Lebanese;Lebanon;LBN;Global South;Middle east;MoMA (sampled)
Oh God, he said, talking to a tree\Beirut: July 16, 2006;Walid Raad;2004;Still Images;2008;http://www.moma.org/collection/works/146843;M;Lebanese;Lebanon;LBN;Global South;Middle east;MoMA (sampled)
Scene from a Battle;Willie Cole;1999;Still Images;2011;http://www.moma.org/collection/works/146865;M;American;United States;USA;Global North;North America;MoMA (sampled)
Title page from Spirit Cooking;Marina Abramović;1996;Still Images;2011;http://www.moma.org/collection/works/146897;F;Yugoslav;Yugoslavia;SRB;Global North;Europe;MoMA (sampled)
Title page from Coyote Stories;Chris Burden;2005;Still Images;2011;http://www.moma.org/collection/works/146942;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled #466;Cindy Sherman;2008;Still Images;2011;http://www.moma.org/collection/works/147126;F;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled #474;Cindy Sherman;2008;Still Images;2011;http://www.moma.org/collection/works/147127;F;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled 2008-2011 (the map of the land of feeling) I;Rirkrit Tiravanija;2008;Still Images;2011;http://www.moma.org/collection/works/147128;M;Thai;Thailand;THA;Global South;Asia & Pacific;MoMA (sampled)
My Cat Lulu's Utopia (After J.C. Orozco);Enrique Chagoya;2010;Still Images;2011;http://www.moma.org/collection/works/147129;M;Mexican;Mexico;MEX;Global South;South/Latin America;MoMA (sampled)
My Cat Santos had a Nightmare;Enrique Chagoya;2010;Still Images;2011;http://www.moma.org/collection/works/147130;M;Mexican;Mexico;MEX;Global South;South/Latin America;MoMA (sampled)
Return to Goya No. 9;Enrique Chagoya;2010;Still Images;2011;http://www.moma.org/collection/works/147131;M;Mexican;Mexico;MEX;Global South;South/Latin America;MoMA (sampled)
Gert and Grace;Amy Cutler;2010;Still Images;2011;http://www.moma.org/collection/works/147132;F;American;United States;USA;Global North;North America;MoMA (sampled)
Tethered;Amy Cutler;2010;Still Images;2011;http://www.moma.org/collection/works/147133;F;American;United States;USA;Global North;North America;MoMA (sampled)
If That, Then This;Mark Fox;2010;Still Images;2011;http://www.moma.org/collection/works/147134;M;American;United States;USA;Global North;North America;MoMA (sampled)
Cern;Bill Jensen;2010;Still Images;2011;http://www.moma.org/collection/works/147135;M;American;United States;USA;Global North;North America;MoMA (sampled)
Guardian;Bill Jensen;2010;Still Images;2011;http://www.moma.org/collection/works/147136;M;American;United States;USA;Global North;North America;MoMA (sampled)
Sorrow;Bill Jensen;2010;Still Images;2011;http://www.moma.org/collection/works/147137;M;American;United States;USA;Global North;North America;MoMA (sampled)
Tambourine Man (Bill);Bill Jensen;2010;Still Images;2011;http://www.moma.org/collection/works/147138;M;American;United States;USA;Global North;North America;MoMA (sampled)
The Monkey's Rain Coat;Bill Jensen;2010;Still Images;2011;http://www.moma.org/collection/works/147139;M;American;United States;USA;Global North;North America;MoMA (sampled)
Precepts;Bill Jensen;2011;Still Images;2011;http://www.moma.org/collection/works/147140;M;American;United States;USA;Global North;North America;MoMA (sampled)
Howl;Bill Jensen;2011;Still Images;2011;http://www.moma.org/collection/works/147141;M;American;United States;USA;Global North;North America;MoMA (sampled)
Shrinky Dink 1;Jasper Johns;2011;Still Images;2011;http://www.moma.org/collection/works/147142;M;American;United States;USA;Global North;North America;MoMA (sampled)
Shrinky Dink 2;Jasper Johns;2011;Still Images;2011;http://www.moma.org/collection/works/147143;M;American;United States;USA;Global North;North America;MoMA (sampled)
Shrinky Dink 3;Jasper Johns;2011;Still Images;2011;http://www.moma.org/collection/works/147144;M;American;United States;USA;Global North;North America;MoMA (sampled)
Shrinky Dink 4;Jasper Johns;2011;Still Images;2011;http://www.moma.org/collection/works/147145;M;American;United States;USA;Global North;North America;MoMA (sampled)
Frieze;Julian Lethbridge;2010;Still Images;2011;http://www.moma.org/collection/works/147146;M;British;United Kingdom;GBR;Global North;Europe;MoMA (sampled)
Alloy;Julian Lethbridge;2010;Still Images;2011;http://www.moma.org/collection/works/147147;M;British;United Kingdom;GBR;Global North;Europe;MoMA (sampled)
The Triumph of Night;Richard Tuttle;2010;Still Images;2011;http://www.moma.org/collection/works/147148;M;American;United States;USA;Global North;North America;MoMA (sampled)
Yellow Stone;Terry Winters;2010;Still Images;2011;http://www.moma.org/collection/works/147149;M;American;United States;USA;Global North;North America;MoMA (sampled)
Threesome II;Marc Bauer;2009;Still Images;2011;;missing;Swiss;Switzerland;CHE;Global North;Europe;MoMA (sampled)
Threesome III;Marc Bauer;2009;Still Images;2011;;missing;Swiss;Switzerland;CHE;Global North;Europe;MoMA (sampled)
Cut;Anne Collier;2009;Still Images;2011;http://www.moma.org/collection/works/147155;F;American;United States;USA;Global North;North America;MoMA (sampled)
Evidence;Anne Collier;2011;Still Images;2011;http://www.moma.org/collection/works/147156;F;American;United States;USA;Global North;North America;MoMA (sampled)
Mercuris;Terence Koh;2011;Still Images;2011;http://www.moma.org/collection/works/147172;M;Canadian;Canada;CAN;Global North;North America;MoMA (sampled)
Berlin à fleur de peau;Nadia Kaabi-Linke;2010;Still Images;2011;http://www.moma.org/collection/works/147175;missing;Tunisian;Tunisia;TUN;Global South;Arab States;MoMA (sampled)
Sequence One;James Siena;2009;Still Images;2011;http://www.moma.org/collection/works/147182;M;American;United States;USA;Global North;North America;MoMA (sampled)
Silly Lilies;Thomas Schütte;1995;Still Images;2011;http://www.moma.org/collection/works/147183;M;German;Germany;DEU;Global North;Europe;MoMA (sampled)
Low Tide Wandering (Wattwanderung);Thomas Schütte;2001;Still Images;2011;http://www.moma.org/collection/works/147184;M;German;Germany;DEU;Global North;Europe;MoMA (sampled)
Architecture Models 1980-2006 (Architektur Modelle 1980-2006);Thomas Schütte;2006;Still Images;2011;http://www.moma.org/collection/works/147185;M;German;Germany;DEU;Global North;Europe;MoMA (sampled)
Untitled #230;José Antonio Suárez Londoño;2006;Still Images;2011;http://www.moma.org/collection/works/147208;M;Colombian;Colombia;COL;Global South;South/Latin America;MoMA (sampled)
Untitled #231;José Antonio Suárez Londoño;2006;Still Images;2011;http://www.moma.org/collection/works/147209;M;Colombian;Colombia;COL;Global South;South/Latin America;MoMA (sampled)
Untitled #232;José Antonio Suárez Londoño;2006;Still Images;2011;http://www.moma.org/collection/works/147210;M;Colombian;Colombia;COL;Global South;South/Latin America;MoMA (sampled)
Untitled #233;José Antonio Suárez Londoño;2006;Still Images;2011;http://www.moma.org/collection/works/147211;M;Colombian;Colombia;COL;Global South;South/Latin America;MoMA (sampled)
Untitled #234;José Antonio Suárez Londoño;2006;Still Images;2011;http://www.moma.org/collection/works/147212;M;Colombian;Colombia;COL;Global South;South/Latin America;MoMA (sampled)
Untitled #235;José Antonio Suárez Londoño;2006;Still Images;2011;http://www.moma.org/collection/works/147213;M;Colombian;Colombia;COL;Global South;South/Latin America;MoMA (sampled)
Untitled #236;José Antonio Suárez Londoño;2006;Still Images;2011;http://www.moma.org/collection/works/147214;M;Colombian;Colombia;COL;Global South;South/Latin America;MoMA (sampled)
Untitled #237;José Antonio Suárez Londoño;2006;Still Images;2011;http://www.moma.org/collection/works/147215;M;Colombian;Colombia;COL;Global South;South/Latin America;MoMA (sampled)
Untitled #238;José Antonio Suárez Londoño;2006;Still Images;2011;http://www.moma.org/collection/works/147216;M;Colombian;Colombia;COL;Global South;South/Latin America;MoMA (sampled)
Untitled #239;José Antonio Suárez Londoño;2007;Still Images;2011;http://www.moma.org/collection/works/147217;M;Colombian;Colombia;COL;Global South;South/Latin America;MoMA (sampled)
Untitled #240;José Antonio Suárez Londoño;2007;Still Images;2011;http://www.moma.org/collection/works/147218;M;Colombian;Colombia;COL;Global South;South/Latin America;MoMA (sampled)
Untitled #241;José Antonio Suárez Londoño;2007;Still Images;2011;http://www.moma.org/collection/works/147219;M;Colombian;Colombia;COL;Global South;South/Latin America;MoMA (sampled)
Untitled #242;José Antonio Suárez Londoño;2007;Still Images;2011;http://www.moma.org/collection/works/147220;M;Colombian;Colombia;COL;Global South;South/Latin America;MoMA (sampled)
Untitled #243;José Antonio Suárez Londoño;2007;Still Images;2011;http://www.moma.org/collection/works/147221;M;Colombian;Colombia;COL;Global South;South/Latin America;MoMA (sampled)
Untitled #244;José Antonio Suárez Londoño;2007;Still Images;2011;http://www.moma.org/collection/works/147222;M;Colombian;Colombia;COL;Global South;South/Latin America;MoMA (sampled)
Untitled #245;José Antonio Suárez Londoño;2007;Still Images;2011;http://www.moma.org/collection/works/147223;M;Colombian;Colombia;COL;Global South;South/Latin America;MoMA (sampled)
Untitled #246;José Antonio Suárez Londoño;2007;Still Images;2011;http://www.moma.org/collection/works/147224;M;Colombian;Colombia;COL;Global South;South/Latin America;MoMA (sampled)
Untitled #247;José Antonio Suárez Londoño;2007;Still Images;2011;http://www.moma.org/collection/works/147225;M;Colombian;Colombia;COL;Global South;South/Latin America;MoMA (sampled)
Untitled #248;José Antonio Suárez Londoño;2007;Still Images;2011;http://www.moma.org/collection/works/147226;M;Colombian;Colombia;COL;Global South;South/Latin America;MoMA (sampled)
Untitled #249;José Antonio Suárez Londoño;2007;Still Images;2011;http://www.moma.org/collection/works/147227;M;Colombian;Colombia;COL;Global South;South/Latin America;MoMA (sampled)
Untitled #250;José Antonio Suárez Londoño;2007;Still Images;2011;http://www.moma.org/collection/works/147228;M;Colombian;Colombia;COL;Global South;South/Latin America;MoMA (sampled)
Untitled #251;José Antonio Suárez Londoño;2008;Still Images;2011;http://www.moma.org/collection/works/147229;M;Colombian;Colombia;COL;Global South;South/Latin America;MoMA (sampled)
Untitled #252;José Antonio Suárez Londoño;2008;Still Images;2011;http://www.moma.org/collection/works/147230;M;Colombian;Colombia;COL;Global South;South/Latin America;MoMA (sampled)
Untitled #253;José Antonio Suárez Londoño;2008;Still Images;2011;http://www.moma.org/collection/works/147231;M;Colombian;Colombia;COL;Global South;South/Latin America;MoMA (sampled)
Untitled #254;José Antonio Suárez Londoño;2008;Still Images;2011;http://www.moma.org/collection/works/147232;M;Colombian;Colombia;COL;Global South;South/Latin America;MoMA (sampled)
Untitled #255;José Antonio Suárez Londoño;2008;Still Images;2011;http://www.moma.org/collection/works/147233;M;Colombian;Colombia;COL;Global South;South/Latin America;MoMA (sampled)
Untitled #256;José Antonio Suárez Londoño;2008;Still Images;2011;http://www.moma.org/collection/works/147234;M;Colombian;Colombia;COL;Global South;South/Latin America;MoMA (sampled)
Untitled #257;José Antonio Suárez Londoño;2008;Still Images;2011;http://www.moma.org/collection/works/147235;M;Colombian;Colombia;COL;Global South;South/Latin America;MoMA (sampled)
Untitled #258;José Antonio Suárez Londoño;2008;Still Images;2011;http://www.moma.org/collection/works/147236;M;Colombian;Colombia;COL;Global South;South/Latin America;MoMA (sampled)
Untitled #259;José Antonio Suárez Londoño;2008;Still Images;2011;http://www.moma.org/collection/works/147237;M;Colombian;Colombia;COL;Global South;South/Latin America;MoMA (sampled)
